display_id,kind,track_id,label,start_x,start_y,end_x,end_y,avg_confidence,first_timestamp,last_timestamp
truck_ID_1,FLUSH,8,truck,712,266,712,265,0.5288,2026-07-28 22:42:26.155,2026-07-28 22:42:26.357
car_ID_5,FLUSH,7,car,376,283,335,282,0.6877,2026-07-28 22:42:26.305,2026-07-28 22:42:26.575
car_ID_1,FLUSH,1,car,416,306,510,300,0.7362,2026-07-28 22:42:25.999,2026-07-28 22:42:27.345
car_ID_7,FLUSH,16,car,277,290,282,288,0.5969,2026-07-28 22:42:27.444,2026-07-28 22:42:27.854
car_ID_9,FLUSH,22,car,125,298,125,298,0.6167,2026-07-28 22:42:27.922,2026-07-28 22:42:27.922
car_ID_8,FLUSH,21,car,1072,400,1071,400,0.5944,2026-07-28 22:42:27.717,2026-07-28 22:42:28.608
car_ID_12,FLUSH,24,car,619,284,619,284,0.5097,2026-07-28 22:42:28.608,2026-07-28 22:42:28.608
truck_ID_2,FLUSH,14,truck,565,278,699,273,0.6762,2026-07-28 22:42:26.186,2026-07-28 22:42:29.993
car_ID_6,FLUSH,5,car,206,304,516,304,0.7106,2026-07-28 22:42:26.473,2026-07-28 22:42:30.721
car_ID_16,FLUSH,21,car,1071,400,1071,400,0.5133,2026-07-28 22:42:31.174,2026-07-28 22:42:31.512
car_ID_15,FLUSH,14,car,712,296,723,291,0.5299,2026-07-28 22:42:30.516,2026-07-28 22:42:31.545
car_ID_13,FLUSH,28,car,136,327,575,295,0.7415,2026-07-28 22:42:29.050,2026-07-28 22:42:33.288
car_ID_4,FLUSH,4,car,282,290,622,286,0.6914,2026-07-28 22:42:26.000,2026-07-28 22:42:33.389
car_ID_10,FLUSH,23,car,198,303,220,303,0.6565,2026-07-28 22:42:28.073,2026-07-28 22:42:33.575
car_ID_2,FINALIZE,2,car,1028,369,1026,366,0.6445,2026-07-28 22:42:25.999,2026-07-28 22:42:35.223
car_ID_3,FINALIZE,3,car,305,341,728,282,0.7227,2026-07-28 22:42:26.000,2026-07-28 22:42:35.224
car_ID_11,FINALIZE,25,car,268,299,577,296,0.6917,2026-07-28 22:42:28.578,2026-07-28 22:42:34.378
car_ID_14,FINALIZE,31,car,606,295,689,276,0.5800,2026-07-28 22:42:30.516,2026-07-28 22:42:35.224
car_ID_17,FINALIZE,36,car,273,294,271,290,0.6010,2026-07-28 22:42:31.579,2026-07-28 22:42:35.224
car_ID_18,FINALIZE,34,car,437,277,372,281,0.6297,2026-07-28 22:42:32.104,2026-07-28 22:42:35.205
car_ID_19,FINALIZE,42,car,604,297,627,291,0.5520,2026-07-28 22:42:33.771,2026-07-28 22:42:35.224
car_ID_20,FINALIZE,47,car,1071,400,1048,392,0.7200,2026-07-28 22:42:34.010,2026-07-28 22:42:35.224
