display_id,kind,track_id,label,start_x,start_y,end_x,end_y,avg_confidence,first_timestamp,last_timestamp
person_ID_1,FLUSH,1,person,29,640,28,639,0.3260,2026-07-25 15:00:37.315,2026-07-25 15:00:37.919
person_ID_2,FLUSH,2,person,28,639,28,639,0.3564,2026-07-25 15:00:42.654,2026-07-25 15:00:43.119
person_ID_3,FLUSH,3,person,27,638,28,638,0.3295,2026-07-25 15:01:07.948,2026-07-25 15:01:08.646
person_ID_4,FLUSH,4,person,704,365,704,365,0.4206,2026-07-25 15:01:09.279,2026-07-25 15:01:09.750
person_ID_5,FLUSH,5,person,756,371,759,370,0.4652,2026-07-25 15:01:09.650,2026-07-25 15:01:10.150
person_ID_6,FLUSH,6,person,830,361,886,360,0.4536,2026-07-25 15:01:10.283,2026-07-25 15:01:11.220
person_ID_7,FLUSH,7,person,908,357,921,357,0.3884,2026-07-25 15:01:11.023,2026-07-25 15:01:11.550
person_ID_8,FLUSH,8,person,27,639,27,639,0.3639,2026-07-25 15:01:19.288,2026-07-25 15:01:19.750
person_ID_9,FLUSH,9,person,26,641,27,640,0.3552,2026-07-25 15:01:25.381,2026-07-25 15:01:26.248
person_ID_10,FLUSH,10,person,26,641,27,641,0.3167,2026-07-25 15:01:26.815,2026-07-25 15:01:27.515
person_ID_11,FLUSH,11,person,896,449,459,503,0.5654,2026-07-25 15:01:40.654,2026-07-25 15:01:43.281
bicycle_ID_1,FLUSH,12,bicycle,866,469,504,517,0.6254,2026-07-25 15:01:40.854,2026-07-25 15:01:43.281
bicycle_ID_3,FLUSH,15,bicycle,564,515,456,524,0.5207,2026-07-25 15:01:42.383,2026-07-25 15:01:43.319
person_ID_12,FLUSH,13,person,894,437,448,498,0.5761,2026-07-25 15:01:41.253,2026-07-25 15:01:43.983
bicycle_ID_2,FLUSH,14,bicycle,845,464,445,529,0.5390,2026-07-25 15:01:41.519,2026-07-25 15:01:43.983
car_ID_2,FLUSH,17,car,684,439,684,439,0.5477,2026-07-25 15:01:45.149,2026-07-25 15:01:45.181
car_ID_1,FLUSH,16,car,893,408,453,466,0.5922,2026-07-25 15:01:44.316,2026-07-25 15:01:46.349
person_ID_14,FLUSH,20,person,886,434,647,463,0.6179,2026-07-25 15:02:21.257,2026-07-25 15:02:22.524
person_ID_15,FLUSH,22,person,584,465,486,477,0.5131,2026-07-25 15:02:21.889,2026-07-25 15:02:22.590
bicycle_ID_4,FLUSH,19,bicycle,814,453,475,504,0.5231,2026-07-25 15:02:21.157,2026-07-25 15:02:22.622
person_ID_13,FLUSH,18,person,886,428,604,465,0.4652,2026-07-25 15:02:20.857,2026-07-25 15:02:22.654
bicycle_ID_5,FLUSH,21,bicycle,875,456,542,500,0.4995,2026-07-25 15:02:21.323,2026-07-25 15:02:22.826
person_ID_16,FLUSH,23,person,916,431,467,505,0.5657,2026-07-25 15:02:35.852,2026-07-25 15:02:38.221
bicycle_ID_6,FLUSH,24,bicycle,873,470,466,527,0.6359,2026-07-25 15:02:36.087,2026-07-25 15:02:38.221
person_ID_17,FLUSH,25,person,902,444,620,483,0.5980,2026-07-25 15:02:37.186,2026-07-25 15:02:38.488
bicycle_ID_7,FLUSH,26,bicycle,886,461,610,506,0.6112,2026-07-25 15:02:37.287,2026-07-25 15:02:38.488
bicycle_ID_9,FLUSH,27,bicycle,528,514,511,516,0.4278,2026-07-25 15:02:38.787,2026-07-25 15:02:39.286
person_ID_18,FLUSH,26,person,574,491,488,500,0.4750,2026-07-25 15:02:38.586,2026-07-25 15:02:39.351
bicycle_ID_8,FLUSH,25,bicycle,593,508,490,519,0.5160,2026-07-25 15:02:38.521,2026-07-25 15:02:39.351
person_ID_19,FLUSH,28,person,866,420,866,420,0.3208,2026-07-25 15:02:41.952,2026-07-25 15:02:42.419
person_ID_21,FLUSH,30,person,883,362,883,362,0.3921,2026-07-25 15:02:42.222,2026-07-25 15:02:42.687
bicycle_ID_10,FLUSH,31,bicycle,782,446,650,472,0.3935,2026-07-25 15:02:42.253,2026-07-25 15:02:43.193
person_ID_20,FLUSH,29,person,799,423,612,448,0.4994,2026-07-25 15:02:42.189,2026-07-25 15:02:43.292
bicycle_ID_11,FLUSH,32,bicycle,731,459,617,471,0.4204,2026-07-25 15:02:42.451,2026-07-25 15:02:43.292
person_ID_22,FLUSH,33,person,26,636,26,637,0.3184,2026-07-25 15:02:52.755,2026-07-25 15:02:53.425
person_ID_23,FLUSH,34,person,27,640,27,640,0.3414,2026-07-25 15:02:54.290,2026-07-25 15:02:54.755
car_ID_3,FLUSH,35,car,41,477,65,474,0.4610,2026-07-25 15:02:57.424,2026-07-25 15:02:58.023
car_ID_4,FLUSH,36,car,749,402,900,376,0.6119,2026-07-25 15:02:59.488,2026-07-25 15:03:00.692
car_ID_5,FLUSH,37,car,915,425,528,489,0.6060,2026-07-25 15:03:05.324,2026-07-25 15:03:06.852
person_ID_24,FLUSH,38,person,890,444,620,476,0.5950,2026-07-25 15:03:30.357,2026-07-25 15:03:32.222
bicycle_ID_12,FLUSH,39,bicycle,844,468,453,523,0.5327,2026-07-25 15:03:30.657,2026-07-25 15:03:32.923
person_ID_25,FLUSH,40,person,200,420,207,418,0.6470,2026-07-25 15:03:53.358,2026-07-25 15:03:53.393
person_ID_26,FLUSH,41,person,658,383,712,372,0.4161,2026-07-25 15:03:56.723,2026-07-25 15:03:57.656
person_ID_27,FLUSH,42,person,754,377,773,374,0.4435,2026-07-25 15:03:57.591,2026-07-25 15:03:57.822
person_ID_28,FLUSH,43,person,831,361,940,361,0.4068,2026-07-25 15:03:58.323,2026-07-25 15:03:59.862
person_ID_29,FLUSH,44,person,26,640,26,640,0.3076,2026-07-25 15:04:45.626,2026-07-25 15:04:46.093
person_ID_31,FLUSH,46,person,857,358,875,357,0.4483,2026-07-25 15:05:05.897,2026-07-25 15:05:06.000
person_ID_30,FLUSH,45,person,839,359,839,359,0.3672,2026-07-25 15:05:05.665,2026-07-25 15:05:06.130
car_ID_6,FLUSH,47,car,86,471,927,373,0.6963,2026-07-25 15:05:19.598,2026-07-25 15:05:23.427
car_ID_7,FLUSH,48,car,891,418,473,469,0.5835,2026-07-25 15:05:32.998,2026-07-25 15:05:34.500
truck_ID_1,FLUSH,50,truck,87,443,91,442,0.5740,2026-07-25 15:05:50.835,2026-07-25 15:05:50.900
bus_ID_2,FLUSH,51,bus,523,410,906,360,0.4046,2026-07-25 15:05:52.635,2026-07-25 15:05:54.897
bus_ID_1,FLUSH,50,bus,74,442,908,356,0.6121,2026-07-25 15:05:50.767,2026-07-25 15:05:55.897
