timestamp,display_id,label,direction,is_transition
2026-07-19 17:06:39.283,bicycle_ID_1,bicycle,Berlin (kein Wechsel),False
2026-07-19 17:06:39.851,car_ID_3,car,Potsdam (kein Wechsel),False
2026-07-19 17:06:40.949,bicycle_ID_2,bicycle,Berlin->Potsdam,True
2026-07-19 17:06:41.123,person_ID_1,person,Berlin->Potsdam,True
2026-07-19 17:06:41.522,bicycle_ID_3,bicycle,Berlin->Potsdam,True
2026-07-19 17:06:43.316,car_ID_2,car,Potsdam->Berlin,True
2026-07-19 17:06:45.786,car_ID_1,car,Potsdam (kein Wechsel),False
2026-07-19 17:07:01.148,car_ID_4,car,Potsdam (kein Wechsel),False
2026-07-19 17:07:12.187,car_ID_5,car,Potsdam (kein Wechsel),False
2026-07-19 17:07:12.388,person_ID_2,person,Potsdam (kein Wechsel),False
2026-07-19 17:07:12.588,person_ID_3,person,Potsdam (kein Wechsel),False
2026-07-19 17:07:15.722,person_ID_7,person,Potsdam (kein Wechsel),False
2026-07-19 17:07:16.120,person_ID_6,person,Potsdam (kein Wechsel),False
2026-07-19 17:07:17.249,person_ID_4,person,Potsdam (kein Wechsel),False
2026-07-19 17:07:20.753,person_ID_8,person,Potsdam->Berlin,True
2026-07-19 17:07:22.854,person_ID_9,person,Berlin (kein Wechsel),False
2026-07-19 17:07:24.853,car_ID_7,car,Berlin->Potsdam,True
2026-07-19 17:07:27.018,person_ID_11,person,Berlin (kein Wechsel),False
2026-07-19 17:07:28.287,person_ID_5,person,Potsdam->Berlin,True
2026-07-19 17:07:30.687,person_ID_10,person,Berlin (kein Wechsel),False
2026-07-19 17:07:33.457,person_ID_12,person,Berlin (kein Wechsel),False
2026-07-19 17:07:36.158,person_ID_13,person,Berlin (kein Wechsel),False
2026-07-19 17:08:13.020,car_ID_8,car,Potsdam->Berlin,True
2026-07-19 17:08:40.722,car_ID_9,car,Berlin->Potsdam,True
2026-07-19 17:08:41.727,car_ID_10,car,Potsdam (kein Wechsel),False
2026-07-19 17:08:57.792,car_ID_12,car,Potsdam (kein Wechsel),False
2026-07-19 17:09:00.226,car_ID_11,car,Potsdam->Berlin,True
2026-07-19 17:09:38.064,bicycle_ID_5,bicycle,Berlin (kein Wechsel),False
2026-07-19 17:09:39.734,car_ID_13,car,Berlin->Potsdam,True
2026-07-19 17:09:40.496,bicycle_ID_9,bicycle,Berlin (kein Wechsel),False
2026-07-19 17:09:41.193,bicycle_ID_7,bicycle,Berlin (kein Wechsel),False
2026-07-19 17:09:41.402,bicycle_ID_8,bicycle,Berlin (kein Wechsel),False
2026-07-19 17:09:41.595,car_ID_14,car,Berlin (kein Wechsel),False
2026-07-19 17:09:41.660,person_ID_15,person,Berlin (kein Wechsel),False
2026-07-19 17:09:41.793,person_ID_17,person,Berlin (kein Wechsel),False
2026-07-19 17:09:42.763,bicycle_ID_6,bicycle,Berlin->Potsdam,True
2026-07-19 17:09:43.162,person_ID_18,person,Potsdam (kein Wechsel),False
2026-07-19 17:09:43.261,bicycle_ID_4,bicycle,Berlin->Potsdam,True
2026-07-19 17:09:43.328,bicycle_ID_11,bicycle,Berlin->Potsdam,True
2026-07-19 17:09:43.595,person_ID_14,person,Berlin->Potsdam,True
2026-07-19 17:09:43.693,bicycle_ID_10,bicycle,Berlin->Potsdam,True
2026-07-19 17:09:44.127,person_ID_16,person,Berlin->Potsdam,True
2026-07-19 17:09:48.728,person_ID_19,person,Berlin (kein Wechsel),False
2026-07-19 17:10:14.894,car_ID_15,car,Potsdam->Berlin,True
2026-07-19 17:10:42.799,car_ID_16,car,Berlin->Potsdam,True
2026-07-19 17:10:54.603,bicycle_ID_13,bicycle,Potsdam (kein Wechsel),False
2026-07-19 17:11:01.364,bicycle_ID_12,bicycle,Potsdam->Berlin,True
2026-07-19 17:11:01.499,person_ID_20,person,Potsdam->Berlin,True
2026-07-19 17:11:07.464,car_ID_18,car,Potsdam (kein Wechsel),False
2026-07-19 17:11:09.700,car_ID_17,car,Potsdam->Berlin,True
2026-07-19 17:11:24.165,car_ID_20,car,Potsdam (kein Wechsel),False
2026-07-19 17:11:26.265,car_ID_19,car,Potsdam->Berlin,True
2026-07-19 17:11:33.401,car_ID_21,car,Potsdam (kein Wechsel),False
