timestamp,display_id,label,direction,is_transition
2026-08-18 13:08:24.165,person_ID_1,person,Potsdam (kein Wechsel),False
2026-08-18 13:08:24.753,person_ID_2,person,Potsdam (kein Wechsel),False
2026-08-18 13:08:26.975,person_ID_3,person,Potsdam->Berlin,True
2026-08-18 13:08:29.042,person_ID_4,person,Berlin (kein Wechsel),False
2026-08-18 13:08:33.542,car_ID_1,car,Potsdam (kein Wechsel),False
2026-08-18 13:08:34.706,bicycle_ID_1,bicycle,Potsdam (kein Wechsel),False
2026-08-18 13:08:36.013,bicycle_ID_2,bicycle,Potsdam (kein Wechsel),False
2026-08-18 13:08:37.946,bicycle_ID_3,bicycle,Berlin (kein Wechsel),False
2026-08-18 13:08:38.045,person_ID_7,person,Berlin (kein Wechsel),False
2026-08-18 13:08:38.939,person_ID_8,person,Berlin (kein Wechsel),False
2026-08-18 13:08:39.846,person_ID_9,person,Berlin (kein Wechsel),False
2026-08-18 13:08:40.219,bicycle_ID_4,bicycle,Berlin (kein Wechsel),False
2026-08-18 13:08:41.615,person_ID_5,person,Potsdam (kein Wechsel),False
2026-08-18 13:08:43.509,person_ID_6,person,Potsdam (kein Wechsel),False
2026-08-18 13:08:44.510,person_ID_10,person,Potsdam (kein Wechsel),False
2026-08-18 13:08:46.179,person_ID_11,person,Potsdam (kein Wechsel),False
2026-08-18 13:08:49.544,person_ID_12,person,Potsdam (kein Wechsel),False
2026-08-18 13:08:51.280,person_ID_13,person,Potsdam->Berlin,True
2026-08-18 13:08:53.346,person_ID_14,person,Berlin (kein Wechsel),False
2026-08-18 13:08:53.409,person_ID_15,person,Berlin (kein Wechsel),False
2026-08-18 13:08:54.277,person_ID_16,person,Berlin (kein Wechsel),False
2026-08-18 13:08:56.139,person_ID_18,person,Berlin (kein Wechsel),False
2026-08-18 13:08:56.711,person_ID_17,person,Berlin (kein Wechsel),False
2026-08-18 13:08:59.450,bicycle_ID_5,bicycle,Berlin (kein Wechsel),False
2026-08-18 13:09:01.346,bicycle_ID_7,bicycle,Berlin->Potsdam,True
2026-08-18 13:09:01.512,bicycle_ID_6,bicycle,Berlin->Potsdam,True
2026-08-18 13:09:01.741,person_ID_20,person,Berlin->Potsdam,True
2026-08-18 13:09:07.536,person_ID_19,person,Berlin (kein Wechsel),False
2026-08-18 13:09:24.034,car_ID_2,car,Potsdam->Berlin,True
2026-08-18 13:09:33.166,bicycle_ID_8,bicycle,Berlin (kein Wechsel),False
2026-08-18 13:09:33.699,person_ID_21,person,Berlin (kein Wechsel),False
2026-08-18 13:09:33.967,person_ID_22,person,Berlin (kein Wechsel),False
2026-08-18 13:09:34.605,bicycle_ID_9,bicycle,Berlin->Potsdam,True
2026-08-18 13:09:35.170,person_ID_23,person,Berlin->Potsdam,True
2026-08-18 13:09:54.305,car_ID_3,car,Potsdam (kein Wechsel),False
2026-08-18 13:09:56.672,car_ID_4,car,Potsdam->Berlin,True
2026-08-18 13:10:03.340,car_ID_5,car,Berlin (kein Wechsel),False
2026-08-18 13:10:03.837,car_ID_6,car,Berlin (kein Wechsel),False
2026-08-18 13:10:11.405,bus_ID_1,bus,Berlin (kein Wechsel),False
2026-08-18 13:10:12.105,car_ID_7,car,Potsdam->Berlin,True
2026-08-18 13:10:57.276,car_ID_8,car,Potsdam (kein Wechsel),False
2026-08-18 13:10:59.676,car_ID_9,car,Potsdam->Berlin,True
2026-08-18 13:11:09.776,car_ID_11,car,Potsdam (kein Wechsel),False
2026-08-18 13:11:11.275,car_ID_10,car,Berlin->Potsdam,True
2026-08-18 13:11:12.539,car_ID_12,car,Berlin (kein Wechsel),False
2026-08-18 13:11:27.444,person_ID_24,person,Berlin (kein Wechsel),False
2026-08-18 13:11:27.878,bicycle_ID_10,bicycle,Berlin (kein Wechsel),False
2026-08-18 13:11:28.578,person_ID_25,person,Berlin (kein Wechsel),False
2026-08-18 13:11:40.579,car_ID_13,car,Potsdam->Berlin,True
2026-08-18 13:11:50.345,car_ID_14,car,Potsdam (kein Wechsel),False
2026-08-18 13:11:52.848,car_ID_15,car,Berlin (kein Wechsel),False
2026-08-18 13:11:59.481,car_ID_16,car,Potsdam (kein Wechsel),False
2026-08-18 13:12:02.746,car_ID_17,car,Potsdam->Berlin,True
2026-08-18 13:12:28.514,car_ID_18,car,Potsdam->Berlin,True
