display_id,kind,track_id,label,start_x,start_y,end_x,end_y,avg_confidence,first_timestamp,last_timestamp
person_ID_1,FLUSH,1,person,174,419,188,419,0.5914,2026-08-18 13:08:23.917,2026-08-18 13:08:24.165
person_ID_2,FLUSH,3,person,304,406,304,406,0.5097,2026-08-18 13:08:24.753,2026-08-18 13:08:24.753
person_ID_3,FLUSH,5,person,490,400,567,404,0.5317,2026-08-18 13:08:25.941,2026-08-18 13:08:26.975
person_ID_4,FLUSH,6,person,691,394,873,383,0.5409,2026-08-18 13:08:27.443,2026-08-18 13:08:29.042
car_ID_1,FLUSH,8,car,7,377,8,375,0.5395,2026-08-18 13:08:33.379,2026-08-18 13:08:33.542
bicycle_ID_1,FLUSH,9,bicycle,18,426,89,426,0.5240,2026-08-18 13:08:34.216,2026-08-18 13:08:34.706
bicycle_ID_2,FLUSH,12,bicycle,272,421,272,421,0.5703,2026-08-18 13:08:35.845,2026-08-18 13:08:36.013
bicycle_ID_3,FLUSH,14,bicycle,509,412,636,404,0.5323,2026-08-18 13:08:37.144,2026-08-18 13:08:37.946
person_ID_7,FLUSH,14,person,651,399,651,399,0.5418,2026-08-18 13:08:38.045,2026-08-18 13:08:38.045
person_ID_8,FLUSH,16,person,709,394,778,392,0.5525,2026-08-18 13:08:38.443,2026-08-18 13:08:38.939
person_ID_9,FLUSH,17,person,874,387,890,382,0.5311,2026-08-18 13:08:39.715,2026-08-18 13:08:39.846
bicycle_ID_4,FLUSH,14,bicycle,815,401,926,384,0.5732,2026-08-18 13:08:39.245,2026-08-18 13:08:40.219
person_ID_5,FLUSH,8,person,15,375,245,367,0.6397,2026-08-18 13:08:33.814,2026-08-18 13:08:41.615
person_ID_6,FLUSH,11,person,6,377,255,374,0.6761,2026-08-18 13:08:34.869,2026-08-18 13:08:43.509
person_ID_10,FLUSH,8,person,303,365,330,369,0.5133,2026-08-18 13:08:43.670,2026-08-18 13:08:44.510
person_ID_11,FLUSH,18,person,346,370,346,370,0.5775,2026-08-18 13:08:46.179,2026-08-18 13:08:46.179
person_ID_12,FLUSH,18,person,404,367,456,372,0.5355,2026-08-18 13:08:47.907,2026-08-18 13:08:49.544
person_ID_13,FLUSH,20,person,462,369,524,370,0.5254,2026-08-18 13:08:49.036,2026-08-18 13:08:51.280
person_ID_14,FLUSH,21,person,496,372,574,373,0.5342,2026-08-18 13:08:50.811,2026-08-18 13:08:53.346
