display_id,kind,track_id,label,start_x,start_y,end_x,end_y,avg_confidence,first_timestamp,last_timestamp
car_ID_1,FLUSH,1,car,1017,449,1017,449,0.3707,2026-07-19 11:38:18.264,2026-07-19 11:38:18.330
truck_ID_1,FLUSH,1,truck,1003,457,945,476,0.4540,2026-07-19 11:38:18.365,2026-07-19 11:38:18.803
bus_ID_1,FLUSH,1,bus,994,464,941,477,0.5541,2026-07-19 11:38:18.430,2026-07-19 11:38:19.304
truck_ID_2,FLUSH,2,truck,969,471,863,489,0.5637,2026-07-19 11:38:18.671,2026-07-19 11:38:19.366
car_ID_2,FLUSH,3,car,344,381,344,381,0.3149,2026-07-19 11:38:19.771,2026-07-19 11:38:20.635
truck_ID_3,FLUSH,2,truck,604,509,604,509,0.5477,2026-07-19 11:38:21.203,2026-07-19 11:38:21.240
bus_ID_2,FLUSH,2,bus,960,472,325,511,0.7100,2026-07-19 11:38:18.703,2026-07-19 11:38:22.434
truck_ID_4,FLUSH,4,truck,134,494,118,499,0.3114,2026-07-19 11:38:22.804,2026-07-19 11:38:22.906
bus_ID_3,FLUSH,4,bus,106,505,76,498,0.5139,2026-07-19 11:38:22.935,2026-07-19 11:38:23.605
car_ID_4,FLUSH,6,car,344,381,344,381,0.3743,2026-07-19 11:38:26.070,2026-07-19 11:38:26.537
car_ID_3,FLUSH,5,car,1021,491,482,546,0.7859,2026-07-19 11:38:24.665,2026-07-19 11:38:26.771
person_ID_1,FLUSH,7,person,1006,366,1033,367,0.3590,2026-07-19 11:39:13.040,2026-07-19 11:39:15.177
person_ID_3,FLUSH,9,person,1016,391,1011,391,0.3491,2026-07-19 11:39:14.712,2026-07-19 11:39:15.276
person_ID_4,FLUSH,10,person,997,399,858,411,0.4509,2026-07-19 11:39:15.073,2026-07-19 11:39:18.141
bicycle_ID_1,FLUSH,12,bicycle,792,455,789,458,0.4528,2026-07-19 11:39:19.046,2026-07-19 11:39:19.543
bicycle_ID_2,FLUSH,8,bicycle,764,461,759,458,0.4147,2026-07-19 11:39:19.742,2026-07-19 11:39:19.809
person_ID_6,FLUSH,13,person,1032,383,1032,385,0.3058,2026-07-19 11:39:19.775,2026-07-19 11:39:20.339
person_ID_2,FLUSH,8,person,1001,397,745,476,0.5027,2026-07-19 11:39:14.346,2026-07-19 11:39:20.707
person_ID_7,FLUSH,14,person,667,525,513,597,0.5385,2026-07-19 11:39:21.440,2026-07-19 11:39:23.242
person_ID_8,FLUSH,15,person,651,465,486,521,0.4473,2026-07-19 11:39:21.610,2026-07-19 11:39:23.605
person_ID_9,FLUSH,16,person,978,402,951,403,0.3815,2026-07-19 11:39:23.173,2026-07-19 11:39:23.776
person_ID_10,FLUSH,17,person,457,524,406,541,0.4590,2026-07-19 11:39:23.373,2026-07-19 11:39:24.174
bicycle_ID_3,FLUSH,19,bicycle,801,423,801,423,0.3458,2026-07-19 11:39:25.377,2026-07-19 11:39:25.839
person_ID_12,FLUSH,20,person,1016,391,1016,391,0.3244,2026-07-19 11:39:26.069,2026-07-19 11:39:26.543
bicycle_ID_4,FLUSH,21,bicycle,811,418,811,418,0.3422,2026-07-19 11:39:26.606,2026-07-19 11:39:27.073
person_ID_5,FLUSH,11,person,1034,390,746,409,0.5196,2026-07-19 11:39:18.846,2026-07-19 11:39:27.406
person_ID_11,FLUSH,18,person,931,406,774,423,0.4200,2026-07-19 11:39:24.243,2026-07-19 11:39:27.774
person_ID_14,FLUSH,23,person,725,408,722,411,0.3281,2026-07-19 11:39:27.474,2026-07-19 11:39:27.973
person_ID_13,FLUSH,22,person,969,392,949,397,0.3888,2026-07-19 11:39:27.073,2026-07-19 11:39:28.009
person_ID_15,FLUSH,24,person,692,412,667,415,0.4260,2026-07-19 11:39:28.139,2026-07-19 11:39:29.038
bicycle_ID_5,FLUSH,25,bicycle,853,412,832,411,0.3575,2026-07-19 11:39:29.501,2026-07-19 11:39:29.906
bicycle_ID_6,FLUSH,26,bicycle,831,418,792,425,0.3483,2026-07-19 11:39:29.939,2026-07-19 11:39:31.109
person_ID_16,FLUSH,25,person,923,394,759,410,0.3905,2026-07-19 11:39:28.139,2026-07-19 11:39:31.673
person_ID_18,FLUSH,28,person,551,436,485,436,0.4106,2026-07-19 11:39:31.472,2026-07-19 11:39:33.002
person_ID_17,FLUSH,27,person,568,417,444,438,0.4226,2026-07-19 11:39:30.300,2026-07-19 11:39:33.572
person_ID_19,FLUSH,29,person,409,414,401,416,0.4037,2026-07-19 11:39:33.041,2026-07-19 11:39:33.640
car_ID_5,FLUSH,31,car,285,410,285,410,0.3101,2026-07-19 11:39:34.505,2026-07-19 11:39:34.573
person_ID_20,FLUSH,30,person,522,413,522,413,0.4456,2026-07-19 11:39:34.404,2026-07-19 11:39:34.871
person_ID_21,FLUSH,32,person,236,413,193,415,0.4205,2026-07-19 11:39:36.646,2026-07-19 11:39:38.005
person_ID_23,FLUSH,35,person,200,427,198,424,0.4153,2026-07-19 11:39:39.238,2026-07-19 11:39:39.338
bicycle_ID_8,FLUSH,35,bicycle,210,439,182,437,0.3502,2026-07-19 11:39:39.075,2026-07-19 11:39:39.539
person_ID_24,FLUSH,33,person,175,428,175,428,0.3992,2026-07-19 11:39:39.645,2026-07-19 11:39:39.674
bicycle_ID_7,FLUSH,33,bicycle,274,436,120,434,0.5067,2026-07-19 11:39:38.078,2026-07-19 11:39:40.710
person_ID_25,FLUSH,33,person,113,431,113,431,0.4206,2026-07-19 11:39:40.741,2026-07-19 11:39:40.741
bicycle_ID_9,FLUSH,35,bicycle,104,433,84,434,0.3710,2026-07-19 11:39:40.840,2026-07-19 11:39:41.372
person_ID_22,FLUSH,34,person,162,421,29,405,0.4333,2026-07-19 11:39:38.173,2026-07-19 11:39:41.439
car_ID_6,FLUSH,36,car,1027,488,379,548,0.8068,2026-07-19 11:39:44.370,2026-07-19 11:39:46.907
