display_id,kind,track_id,label,start_x,start_y,end_x,end_y,avg_confidence,first_timestamp,last_timestamp
car_ID_1,FLUSH,2,car,920,437,425,502,0.8785,2026-08-17 14:27:57.136,2026-08-17 14:27:58.700
bicycle_ID_2,FLUSH,4,bicycle,48,440,48,440,0.5383,2026-08-17 14:28:10.775,2026-08-17 14:28:10.775
bicycle_ID_1,FLUSH,3,bicycle,12,434,681,418,0.6013,2026-08-17 14:28:10.408,2026-08-17 14:28:14.506
person_ID_2,FLUSH,8,person,822,398,856,396,0.5145,2026-08-17 14:28:15.565,2026-08-17 14:28:15.832
bicycle_ID_4,FLUSH,8,bicycle,876,396,891,396,0.6217,2026-08-17 14:28:16.013,2026-08-17 14:28:16.139
bicycle_ID_3,FLUSH,7,bicycle,696,413,898,395,0.5871,2026-08-17 14:28:14.602,2026-08-17 14:28:16.209
person_ID_1,FLUSH,5,person,54,426,928,378,0.5951,2026-08-17 14:28:10.842,2026-08-17 14:28:16.810
car_ID_2,FLUSH,9,car,920,441,50,503,0.8262,2026-08-17 14:28:17.619,2026-08-17 14:28:20.151
car_ID_3,FLUSH,10,car,916,437,352,492,0.8851,2026-08-17 14:28:34.104,2026-08-17 14:28:35.568
car_ID_4,FLUSH,11,car,925,433,501,481,0.8625,2026-08-17 14:28:38.505,2026-08-17 14:28:39.736
car_ID_5,FLUSH,12,car,481,477,481,477,0.6378,2026-08-17 14:28:39.798,2026-08-17 14:28:40.288
car_ID_6,FLUSH,14,car,916,443,293,499,0.8783,2026-08-17 14:28:45.472,2026-08-17 14:28:46.935
car_ID_7,FLUSH,15,car,59,502,59,502,0.7414,2026-08-17 14:28:47.456,2026-08-17 14:28:47.940
car_ID_8,FLUSH,16,car,10,435,76,431,0.7994,2026-08-17 14:28:54.664,2026-08-17 14:28:55.124
car_ID_9,FLUSH,17,car,67,431,308,427,0.5965,2026-08-17 14:28:55.091,2026-08-17 14:28:55.905
bicycle_ID_5,FLUSH,20,bicycle,23,420,56,425,0.5989,2026-08-17 14:29:23.622,2026-08-17 14:29:23.915
bicycle_ID_6,FLUSH,21,bicycle,150,432,150,432,0.5418,2026-08-17 14:29:24.451,2026-08-17 14:29:24.451
person_ID_3,FLUSH,20,person,112,420,146,418,0.5524,2026-08-17 14:29:24.247,2026-08-17 14:29:24.449
bicycle_ID_7,FLUSH,23,bicycle,318,426,318,426,0.6238,2026-08-17 14:29:25.350,2026-08-17 14:29:25.350
bicycle_ID_8,FLUSH,24,bicycle,334,423,478,417,0.5537,2026-08-17 14:29:25.437,2026-08-17 14:29:26.242
person_ID_4,FLUSH,23,person,293,412,570,401,0.5429,2026-08-17 14:29:25.212,2026-08-17 14:29:26.742
car_ID_12,FLUSH,27,car,581,460,581,460,0.5177,2026-08-17 14:29:26.970,2026-08-17 14:29:27.000
car_ID_10,FLUSH,25,car,926,436,322,494,0.8708,2026-08-17 14:29:25.758,2026-08-17 14:29:27.460
car_ID_13,FLUSH,30,car,28,489,28,489,0.6096,2026-08-17 14:29:28.329,2026-08-17 14:29:28.802
bicycle_ID_9,FLUSH,29,bicycle,823,394,899,389,0.5204,2026-08-17 14:29:28.427,2026-08-17 14:29:29.143
person_ID_5,FLUSH,28,person,635,398,926,378,0.5675,2026-08-17 14:29:27.133,2026-08-17 14:29:29.293
car_ID_11,FLUSH,26,car,28,444,927,416,0.8027,2026-08-17 14:29:26.806,2026-08-17 14:29:30.576
person_ID_6,FLUSH,31,person,20,419,929,381,0.6906,2026-08-17 14:29:33.668,2026-08-17 14:29:39.597
bicycle_ID_10,FLUSH,36,bicycle,15,437,41,447,0.5781,2026-08-17 14:29:51.671,2026-08-17 14:29:52.069
bicycle_ID_11,FLUSH,37,bicycle,51,446,69,446,0.5095,2026-08-17 14:29:52.140,2026-08-17 14:29:52.762
bicycle_ID_12,FLUSH,36,bicycle,202,449,208,447,0.5834,2026-08-17 14:29:53.330,2026-08-17 14:29:53.393
person_ID_7,FLUSH,38,person,27,430,208,429,0.5750,2026-08-17 14:29:51.996,2026-08-17 14:29:53.458
bicycle_ID_13,FLUSH,38,bicycle,233,445,392,439,0.5849,2026-08-17 14:29:53.593,2026-08-17 14:29:54.660
bicycle_ID_14,FLUSH,39,bicycle,535,427,535,427,0.5240,2026-08-17 14:29:55.725,2026-08-17 14:29:55.725
person_ID_8,FLUSH,36,person,239,433,878,389,0.6032,2026-08-17 14:29:53.626,2026-08-17 14:29:58.873
bicycle_ID_15,FLUSH,38,bicycle,775,404,895,398,0.5561,2026-08-17 14:29:57.839,2026-08-17 14:29:59.098
