timestamp,display_id,label,direction,is_transition
2026-08-17 14:27:58.700,car_ID_1,car,Berlin->Potsdam,True
2026-08-17 14:28:10.775,bicycle_ID_2,bicycle,Potsdam (kein Wechsel),False
2026-08-17 14:28:14.506,bicycle_ID_1,bicycle,Potsdam->Berlin,True
2026-08-17 14:28:15.832,person_ID_2,person,Berlin (kein Wechsel),False
2026-08-17 14:28:16.139,bicycle_ID_4,bicycle,Berlin (kein Wechsel),False
2026-08-17 14:28:16.209,bicycle_ID_3,bicycle,Berlin (kein Wechsel),False
2026-08-17 14:28:16.810,person_ID_1,person,Potsdam->Berlin,True
2026-08-17 14:28:20.151,car_ID_2,car,Berlin->Potsdam,True
2026-08-17 14:28:35.568,car_ID_3,car,Berlin->Potsdam,True
2026-08-17 14:28:39.736,car_ID_4,car,Berlin (kein Wechsel),False
2026-08-17 14:28:40.288,car_ID_5,car,Potsdam (kein Wechsel),False
2026-08-17 14:28:46.935,car_ID_6,car,Berlin->Potsdam,True
2026-08-17 14:28:47.940,car_ID_7,car,Potsdam (kein Wechsel),False
2026-08-17 14:28:55.124,car_ID_8,car,Potsdam (kein Wechsel),False
2026-08-17 14:28:55.905,car_ID_9,car,Potsdam (kein Wechsel),False
2026-08-17 14:29:23.915,bicycle_ID_5,bicycle,Potsdam (kein Wechsel),False
2026-08-17 14:29:24.451,bicycle_ID_6,bicycle,Potsdam (kein Wechsel),False
2026-08-17 14:29:24.449,person_ID_3,person,Potsdam (kein Wechsel),False
2026-08-17 14:29:25.350,bicycle_ID_7,bicycle,Potsdam (kein Wechsel),False
2026-08-17 14:29:26.242,bicycle_ID_8,bicycle,Potsdam (kein Wechsel),False
2026-08-17 14:29:26.742,person_ID_4,person,Potsdam->Berlin,True
2026-08-17 14:29:27.000,car_ID_12,car,Berlin (kein Wechsel),False
2026-08-17 14:29:27.460,car_ID_10,car,Berlin->Potsdam,True
2026-08-17 14:29:28.802,car_ID_13,car,Potsdam (kein Wechsel),False
2026-08-17 14:29:29.143,bicycle_ID_9,bicycle,Berlin (kein Wechsel),False
2026-08-17 14:29:29.293,person_ID_5,person,Berlin (kein Wechsel),False
2026-08-17 14:29:30.576,car_ID_11,car,Potsdam->Berlin,True
2026-08-17 14:29:39.597,person_ID_6,person,Potsdam->Berlin,True
