display_id,kind,track_id,label,start_x,start_y,end_x,end_y,avg_confidence,first_timestamp,last_timestamp
bus_ID_1,FLUSH,8,bus,507,237,507,236,0.5561,2026-07-29 00:52:44.682,2026-07-29 00:52:44.719
car_ID_2,FLUSH,2,car,719,277,729,273,0.5720,2026-07-29 00:52:44.993,2026-07-29 00:52:45.909
truck_ID_2,FLUSH,17,truck,336,244,338,244,0.6057,2026-07-29 00:52:47.838,2026-07-29 00:52:48.145
car_ID_3,FLUSH,7,car,613,278,709,252,0.5942,2026-07-29 00:52:45.097,2026-07-29 00:52:48.412
car_ID_1,FLUSH,1,car,668,289,729,271,0.6804,2026-07-29 00:52:44.281,2026-07-29 00:52:48.816
truck_ID_4,FLUSH,20,truck,444,238,448,238,0.5638,2026-07-29 00:52:49.294,2026-07-29 00:52:49.509
truck_ID_6,FLUSH,23,truck,405,241,405,241,0.5102,2026-07-29 00:52:50.486,2026-07-29 00:52:50.937
truck_ID_1,FLUSH,4,truck,246,283,658,260,0.6687,2026-07-29 00:52:44.281,2026-07-29 00:52:51.344
truck_ID_5,FLUSH,21,truck,448,239,399,235,0.6784,2026-07-29 00:52:49.609,2026-07-29 00:52:51.717
truck_ID_7,FLUSH,4,truck,687,259,693,259,0.6718,2026-07-29 00:52:52.438,2026-07-29 00:52:52.944
truck_ID_3,FLUSH,18,truck,337,244,160,259,0.6642,2026-07-29 00:52:47.977,2026-07-29 00:52:53.416
truck_ID_9,FLUSH,33,truck,710,254,710,254,0.5668,2026-07-29 00:52:55.313,2026-07-29 00:52:55.345
bus_ID_2,FLUSH,35,bus,457,233,461,236,0.7959,2026-07-29 00:52:55.279,2026-07-29 00:52:55.617
bus_ID_3,FLUSH,37,bus,461,237,461,237,0.8020,2026-07-29 00:52:55.649,2026-07-29 00:52:55.782
car_ID_4,FLUSH,33,car,708,279,713,278,0.5496,2026-07-29 00:52:55.782,2026-07-29 00:52:56.207
car_ID_5,FLUSH,37,car,431,265,430,266,0.5097,2026-07-29 00:52:55.822,2026-07-29 00:52:56.305
truck_ID_10,FLUSH,35,truck,461,236,426,239,0.7469,2026-07-29 00:52:55.681,2026-07-29 00:52:56.746
truck_ID_12,FLUSH,40,truck,240,260,190,246,0.6784,2026-07-29 00:52:58.476,2026-07-29 00:52:59.139
truck_ID_8,FLUSH,27,truck,422,267,690,258,0.6744,2026-07-29 00:52:53.317,2026-07-29 00:52:59.237
car_ID_8,FLUSH,50,car,347,311,347,311,0.5133,2026-07-29 00:53:01.659,2026-07-29 00:53:02.140
car_ID_6,FLUSH,43,car,496,258,389,273,0.6174,2026-07-29 00:53:00.250,2026-07-29 00:53:02.518
car_ID_9,FLUSH,53,car,293,354,293,354,0.5561,2026-07-29 00:53:02.383,2026-07-29 00:53:02.853
truck_ID_11,FLUSH,38,truck,157,333,697,258,0.7124,2026-07-29 00:52:55.922,2026-07-29 00:53:03.439
car_ID_7,FLUSH,45,car,269,315,575,285,0.6677,2026-07-29 00:53:01.041,2026-07-29 00:53:03.742
