timestamp,display_id,label,direction,is_transition
2026-07-20 15:12:09.312,person_ID_1,person,Anlage->office,True
2026-07-20 15:12:18.896,person_ID_4,person,Vorlesung (kein Wechsel),False
2026-07-20 15:12:27.128,person_ID_5,person,office (kein Wechsel),False
2026-07-20 15:12:27.235,person_ID_2,person,office (kein Wechsel),False
2026-07-20 15:12:32.333,person_ID_6,person,Vorlesung (kein Wechsel),False
2026-07-20 15:12:42.071,person_ID_8,person,Vorlesung (kein Wechsel),False
2026-07-20 15:12:45.467,person_ID_9,person,Vorlesung (kein Wechsel),False
2026-07-20 15:12:47.465,person_ID_7,person,ausgang (kein Wechsel),False
2026-07-20 15:12:50.927,person_ID_11,person,Vorlesung (kein Wechsel),False
2026-07-20 15:13:00.900,person_ID_10,person,office->Anlage,True
2026-07-20 15:13:00.900,person_ID_12,person,ausgang (kein Wechsel),False
2026-07-20 15:13:06.596,person_ID_13,person,Vorlesung (kein Wechsel),False
2026-07-20 15:13:07.899,person_ID_16,person,office->Anlage,True
2026-07-20 15:13:10.063,person_ID_14,person,ausgang (kein Wechsel),False
2026-07-20 15:13:11.431,person_ID_17,person,ausgang (kein Wechsel),False
2026-07-20 15:13:12.903,person_ID_19,person,Anlage (kein Wechsel),False
2026-07-20 15:13:13.334,person_ID_18,person,ausgang (kein Wechsel),False
2026-07-20 15:13:13.569,person_ID_20,person,Anlage (kein Wechsel),False
2026-07-20 15:13:14.400,person_ID_21,person,ausgang (kein Wechsel),False
2026-07-20 15:13:20.043,person_ID_22,person,office->Anlage,True
2026-07-20 15:13:26.772,person_ID_24,person,ausgang (kein Wechsel),False
2026-07-20 15:13:28.599,person_ID_26,person,office (kein Wechsel),False
2026-07-20 15:13:29.032,person_ID_23,person,office (kein Wechsel),False
2026-07-20 15:13:33.473,person_ID_15,person,Anlage->office,True
2026-07-20 15:14:05.866,person_ID_3,person,Vorlesung (kein Wechsel),False
2026-07-20 15:14:18.814,person_ID_28,person,Anlage (kein Wechsel),False
2026-07-20 15:14:22.772,person_ID_29,person,Anlage->office,True
2026-07-20 15:14:36.404,person_ID_30,person,office (kein Wechsel),False
2026-07-20 15:16:15.586,person_ID_25,person,Vorlesung (kein Wechsel),False
2026-07-20 15:16:58.500,person_ID_27,person,ausgang (kein Wechsel),False
2026-07-20 15:17:08.018,person_ID_31,person,ausgang (kein Wechsel),False
2026-07-20 15:17:08.315,person_ID_32,person,Vorlesung (kein Wechsel),False
2026-07-20 15:17:19.912,person_ID_34,person,Vorlesung (kein Wechsel),False
