timestamp,display_id,label,direction,is_transition
2026-08-14 20:12:35.009,car_ID_1,car,Potsdam (kein Wechsel),False
2026-08-14 20:12:39.548,car_ID_2,car,Potsdam (kein Wechsel),False
2026-08-14 20:12:41.016,car_ID_3,car,Potsdam (kein Wechsel),False
2026-08-14 20:12:43.130,car_ID_4,car,Potsdam (kein Wechsel),False
2026-08-14 20:13:10.988,car_ID_5,car,Potsdam (kein Wechsel),False
2026-08-14 20:15:53.637,car_ID_6,car,Berlin->Potsdam,True
2026-08-14 20:16:34.840,bicycle_ID_1,bicycle,Berlin (kein Wechsel),False
2026-08-14 20:16:35.207,bicycle_ID_3,bicycle,Berlin (kein Wechsel),False
2026-08-14 20:16:35.440,bicycle_ID_2,bicycle,Berlin->Potsdam,True
2026-08-14 20:16:36.006,person_ID_1,person,Berlin->Potsdam,True
2026-08-14 20:16:39.037,bicycle_ID_5,bicycle,Berlin (kein Wechsel),False
2026-08-14 20:16:39.705,bicycle_ID_4,bicycle,Berlin->Potsdam,True
2026-08-14 20:16:39.905,person_ID_3,person,Berlin->Potsdam,True
2026-08-14 20:16:57.906,person_ID_2,person,Potsdam->Berlin,True
2026-08-14 20:16:58.139,car_ID_7,car,Potsdam->Berlin,True
2026-08-14 20:17:47.110,car_ID_8,car,Berlin->Potsdam,True
2026-08-14 20:18:18.324,bicycle_ID_7,bicycle,Berlin (kein Wechsel),False
2026-08-14 20:19:15.788,person_ID_4,person,Berlin (kein Wechsel),False
2026-08-14 20:19:15.789,bicycle_ID_6,bicycle,Berlin->Potsdam,True
