display_id,kind,track_id,label,start_x,start_y,end_x,end_y,avg_confidence,first_timestamp,last_timestamp
car_ID_2,FLUSH,4,car,43,455,43,455,0.4064,2026-07-21 12:27:49.822,2026-07-21 12:27:49.887
car_ID_3,FLUSH,5,car,171,448,191,445,0.5991,2026-07-21 12:27:50.417,2026-07-21 12:27:50.919
car_ID_4,FLUSH,6,car,374,433,988,370,0.7730,2026-07-21 12:27:50.985,2026-07-21 12:27:53.550
bicycle_ID_2,FLUSH,4,bicycle,33,405,33,405,0.3001,2026-07-21 12:27:55.852,2026-07-21 12:27:56.020
bicycle_ID_1,FLUSH,7,bicycle,19,427,133,432,0.4382,2026-07-21 12:27:55.687,2026-07-21 12:27:56.860
person_ID_1,FLUSH,4,person,63,420,255,410,0.4364,2026-07-21 12:27:56.052,2026-07-21 12:27:57.566
bicycle_ID_3,FLUSH,10,bicycle,334,420,380,414,0.4503,2026-07-21 12:27:57.535,2026-07-21 12:27:57.694
person_ID_2,FLUSH,11,person,333,404,367,399,0.3495,2026-07-21 12:27:57.566,2026-07-21 12:27:58.123
bicycle_ID_4,FLUSH,12,bicycle,410,416,612,395,0.5388,2026-07-21 12:27:57.794,2026-07-21 12:27:58.928
person_ID_3,FLUSH,10,person,383,406,525,391,0.4785,2026-07-21 12:27:57.728,2026-07-21 12:27:58.928
bicycle_ID_5,FLUSH,8,bicycle,19,424,212,418,0.4938,2026-07-21 12:27:57.889,2026-07-21 12:27:59.025
person_ID_5,FLUSH,14,person,550,388,550,388,0.3564,2026-07-21 12:27:58.619,2026-07-21 12:27:59.089
person_ID_4,FLUSH,13,person,64,418,209,409,0.4756,2026-07-21 12:27:58.287,2026-07-21 12:27:59.351
person_ID_6,FLUSH,12,person,616,382,616,382,0.3677,2026-07-21 12:27:58.960,2026-07-21 12:27:59.419
person_ID_7,FLUSH,8,person,246,406,252,405,0.4240,2026-07-21 12:27:59.059,2026-07-21 12:27:59.554
person_ID_8,FLUSH,16,person,643,379,746,369,0.5261,2026-07-21 12:27:59.155,2026-07-21 12:28:00.192
bicycle_ID_6,FLUSH,17,bicycle,296,407,524,407,0.4838,2026-07-21 12:27:59.253,2026-07-21 12:28:00.290
bicycle_ID_7,FLUSH,18,bicycle,680,387,771,379,0.3981,2026-07-21 12:27:59.383,2026-07-21 12:28:00.356
person_ID_10,FLUSH,20,person,768,366,847,363,0.3372,2026-07-21 12:27:59.888,2026-07-21 12:28:00.355
person_ID_11,FLUSH,22,person,871,361,911,357,0.4360,2026-07-21 12:28:00.553,2026-07-21 12:28:01.251
bicycle_ID_10,FLUSH,24,bicycle,659,392,756,380,0.4817,2026-07-21 12:28:00.918,2026-07-21 12:28:01.389
bicycle_ID_9,FLUSH,20,bicycle,809,377,947,361,0.4013,2026-07-21 12:28:00.121,2026-07-21 12:28:01.519
bicycle_ID_11,FLUSH,25,bicycle,834,374,834,374,0.3779,2026-07-21 12:28:01.859,2026-07-21 12:28:02.322
bicycle_ID_8,FLUSH,21,bicycle,468,410,933,363,0.5240,2026-07-21 12:28:00.020,2026-07-21 12:28:02.418
person_ID_9,FLUSH,19,person,354,399,985,345,0.5404,2026-07-21 12:27:59.554,2026-07-21 12:28:02.790
car_ID_1,FLUSH,3,car,309,338,309,338,0.3544,2026-07-21 12:27:46.544,2026-07-21 12:28:17.457
person_ID_12,FLUSH,28,person,408,342,408,343,0.3032,2026-07-21 12:28:27.422,2026-07-21 12:28:28.150
bus_ID_1,FLUSH,29,bus,928,364,928,364,0.3377,2026-07-21 12:28:30.121,2026-07-21 12:28:30.121
truck_ID_1,FLUSH,29,truck,462,409,958,360,0.5144,2026-07-21 12:28:27.858,2026-07-21 12:28:30.456
car_ID_6,FLUSH,15,car,19,428,950,361,0.6755,2026-07-21 12:28:25.550,2026-07-21 12:28:30.686
truck_ID_2,FLUSH,15,truck,543,402,982,306,0.4305,2026-07-21 12:28:28.119,2026-07-21 12:28:31.190
car_ID_7,FLUSH,29,car,543,402,993,343,0.5827,2026-07-21 12:28:28.119,2026-07-21 12:28:31.386
car_ID_5,FLUSH,26,car,309,338,309,338,0.3596,2026-07-21 12:28:18.118,2026-07-21 12:28:32.652
car_ID_8,FINALIZE,31,car,309,338,309,338,0.3481,2026-07-21 12:28:32.785,2026-07-21 12:28:36.172
